"","doseB","doseA","tie"
"1",753,110,37
"2",554,290,56
"3",542,304,54
"4",658,213,29
"5",510,319,71
"6",565,295,40
"7",703,162,35
"8",445,411,44
"9",467,379,54
"10",562,286,52
"11",502,359,39
"12",541,310,49
"13",532,303,65
"14",577,283,40
"15",613,251,36
"16",555,282,63
"17",575,292,33
"18",558,291,51
"19",563,296,41
"20",614,218,68
"21",566,291,43
"22",525,330,45
"23",556,314,30
"24",541,296,63
"25",694,169,37
"26",602,263,35
"27",493,365,42
"28",566,289,45
"29",526,320,54
"30",492,347,61
"31",643,209,48
"32",548,325,27
"33",501,346,53
"34",600,256,44
"35",562,274,64
"36",667,174,59
"37",527,326,47
"38",646,179,75
"39",513,329,58
"40",528,329,43
"41",633,214,53
"42",607,263,30
"43",667,176,57
"44",588,250,62
"45",556,284,60
"46",673,178,49
"47",516,320,64
"48",452,395,53
"49",565,265,70
"50",507,328,65
"51",677,181,42
"52",465,378,57
"53",702,160,38
"54",555,301,44
"55",553,303,44
"56",490,340,70
"57",610,238,52
"58",562,305,33
"59",646,197,57
"60",670,179,51
"61",462,390,48
"62",642,215,43
"63",471,374,55
"64",665,188,47
"65",510,322,68
"66",608,237,55
"67",595,252,53
"68",701,149,50
"69",477,355,68
"70",619,230,51
"71",615,253,32
"72",545,301,54
"73",520,309,71
"74",456,369,75
"75",589,273,38
"76",510,322,68
"77",587,265,48
"78",656,209,35
"79",649,232,19
"80",638,219,43
"81",541,299,60
"82",536,301,63
"83",614,254,32
"84",460,395,45
"85",493,346,61
"86",602,255,43
"87",570,267,63
"88",604,245,51
"89",619,246,35
"90",537,325,38
"91",661,182,57
"92",530,321,49
"93",529,307,64
"94",610,258,32
"95",545,290,65
"96",594,273,33
"97",525,309,66
"98",532,337,31
"99",582,259,59
"100",620,224,56
"101",733,143,24
"102",532,325,43
"103",504,357,39
"104",528,323,49
"105",550,306,44
"106",496,343,61
"107",522,342,36
"108",528,334,38
"109",633,216,51
"110",606,270,24
"111",624,213,63
"112",477,365,58
"113",685,166,49
"114",779,92,29
"115",478,359,63
"116",567,293,40
"117",557,309,34
"118",608,240,52
"119",522,334,44
"120",605,259,36
"121",616,221,63
"122",577,283,40
"123",486,362,52
"124",713,152,35
"125",647,208,45
"126",416,420,64
"127",566,285,49
"128",540,316,44
"129",590,267,43
"130",497,334,69
"131",573,256,71
"132",514,349,37
"133",589,262,49
"134",529,320,51
"135",478,331,91
"136",474,358,68
"137",619,237,44
"138",605,251,44
"139",604,260,36
"140",573,273,54
"141",719,132,49
"142",603,247,50
"143",547,303,50
"144",485,357,58
"145",633,173,94
"146",561,303,36
"147",518,343,39
"148",408,447,45
